title,platform,developer,genre,rating,release_date,summary,meta_score,meta_overview,meta_pos,meta_mixed,meta_neg,user_score,user_overview,user_pos,user_mixed,user_neg
Factotum 90,Xbox One,TACS Games,"['Puzzle', 'Action']",E,"Feb 10, 2016","In space no one can hear you remotely operate twin quadrupedal deck walker robots. You're in deep space and something's collided with the ship. Main power is offline and you're trapped. It's lucky you have access to this walker control terminal. It's a little old but with these two robots and some clever thinking you might be able to get power back on-line and save the day. Control two walker robots and puzzle your way through 30 levels to restore power, reactivate the life support and solve the mystery of the collision.",71,Mixed or average reviews,3,6,0,5.9,Mixed or average reviews,4,1,3
Fade to Silence,Xbox One,Black Forest Games,"['Action Adventure', 'Survival']",M,"Apr 30, 2019","Fade to Silence is a Survival-RPG set in the cold and deadly world of a post-apocalyptic winter. You assume the role of Ash, a natural but tormented leader, exploring a post-apocalyptic frozen wasteland, gathering the resources necessary to establish a refuge for survival. With dwindling supplies, simple tasks like upgrading equipment and collecting materials require an immediate expedition to scavenge the necessary items. In the search for survival materials, players must navigate a vast territory, in which they will encounter Eldritch monsters and an even greater foe; the unrelenting winter. While freezing temperatures constantly take their toll on Ash, the deadliest event is a constant threat – a blizzard. If caught by surprise, it takes every ounce of skill, determination and luck to survive.",57,Mixed or average reviews,0,8,1,6.4,Mixed or average reviews,12,4,6
Fae Tactics,Xbox One,"Humble Games, Endlessfluff Games","['Strategy', 'Turn-Based', 'Tactics']",E10+,"Nov 18, 2021",,0,No score yet,1,0,0,tbd,No user score yet,1,0,0
Faeria,Xbox One,Abrakam SA,"['Miscellaneous', 'Board / Card Game']",,"Aug 13, 2020","A strategy game like no other. Build exciting decks and shape the battlefield as you fight epic battles. Raise mountains, build forests, fill lakes, or harness the sands of the deserts. You choose your own path to victory.Enjoy 100+ hours of solo content, co-operative missions, and puzzles! Explore a vast array of challenges that reward you in return. Journey through the Oversky and defeat devious World Bosses - or even play enemy AI in draft mode!Enter Pandora, Faeria's unique draft mode where your deck-building skills are put to the ultimate test. Choose to play against the AI or put your deck to the ultimate test in PVP. Earn rewards based on how well you do. It's the perfect way to increase your collection, or just have fun!",0,No score yet,0,3,0,tbd,No user score yet,1,1,0
Fairy Elements,Xbox One,EXE Create,"['Role-Playing', 'Japanese-Style']",E10+,"Sep  1, 2022","Yamato, a royal knight saves his kingdom with the power of a sword imbued with mysterious power, but is transported to a world 200 years in the future. He meets a strange creature and a mysterious girl there, only to be involved in a greater destiny awaiting at the end of his adventure.Use resources to create and fortify weapons and armor that not only are effective, but also change your party aspects in turn-based battles. The game features a special mode where you can battle, anywhere and any time, to obtain resources for fortifying. Many other elements include the cauldron system, which provides an easy way to increase a weapon's basic attack strength, and not to mention dungeons packed with incredibly strong enemies and more!",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Fall Guys,Xbox One,Mediatonic,"['Miscellaneous', 'Party / Minigame']",E,"Jun 21, 2022","Fall Guys is a massively multiplayer party game with up to 60 players online in a free-for-all struggle through round after round of escalating chaos until one victor remains! Fall Guys: Ultimate Knockout flings hordes of contestants together online in a mad dash through round after round of escalating chaos until one victor remains! Battle bizarre obstacles, shove through unruly competitors, and overcome the unbending laws of physics as you stumble towards greatness. Leave your dignity at the door and prepare for hilarious failure in your quest to claim the crown!Massive Online Pandemonium: Dive into a series of ridiculous challenges and wild obstacle courses with masses of other competitors online, all with the hopes of making the cut and advancing to the next round of mayhem.Competitive & Cooperative: Shift between competitive free-for-alls and cooperative challenges where the losing team all get eliminated!Comically Physical: Watch in delight as your fellow competitors bend, bounce, and bash their way to hilarious, physics-based failure! Delightfully Customizable: Fail in style with everything from fashionable pineapple couture to the latest in bunny hats available to customize your look in Fall Guys.",0,No score yet,0,0,0,6.1,Mixed or average reviews,4,1,2
Fall of Light: Darkest Edition,Xbox One,RuneHeads,"['Role-Playing', 'Action Adventure', 'Action RPG', 'Linear']",T,"Aug 14, 2018","Fall of Light is a story-driven action RPG set within a world consumed by darkness. You are Nyx, an old warrior who has embarked on a dangerous journey with his daughter, Aether, who radiates luminescence. Only together will they be strong enough to complete their quest: reach the last place on Earth still touched by sunlight.",56,Mixed or average reviews,1,2,1,tbd,No user score yet,0,1,1
Fallen Knight,Xbox One,FairPlay Studios,"['Action', 'Platformer', '2D']",E10+,"Jul 20, 2021","Take the role of an elite knight, Lancelot the 49th, and battle your way through action-packed levels with intense sword fighting gameplay in this neo-classic side scrolling action platformer. Lancelot must save his city from an evil organization, The Purge, that intends to reveal the 'truth' of what is hidden below the city. His journey will not only shine light onto the secrets hidden in the dark but also challenge what it truly means to be a knight.Enjoy nostalgia fuelled gameplay that players have come to know and love, with a unique parry and disarm system. Fight punishing bosses and protect the truth you were sworn to guard!",0,No score yet,0,1,0,tbd,No user score yet,0,1,0
Fallen Legion: Revenants,Xbox One,YummyYummyTummy,"['Role-Playing', 'Action RPG', 'Japanese-Style']",T,"Aug 23, 2022",,0,No score yet,3,0,0,tbd,No user score yet,3,0,0
Fallen Legion: Rise to Glory,Xbox One,YummyYummyTummy,"['Role-Playing', 'Action RPG']",E10+,"Aug 23, 2022","Fallen Legion: Rise to Glory chronicles the story of Legatus Laendur and Princess Cecille. What side will you choose to decide the fate of Fenumia?Legatus Laendur, a brilliant tactician beloved by the people, fought on the frontlines for the Fenumian Empire, but when he discovers why it is rotting from within, he vows to overthrow the royal family. Fenumia devoured his homeland - will you fight to reclaim it?Or, join Princess Cecille (and a saucy, talking grimoire) on her journey home as she fights hordes of monsters and a coup led by Legatus Laendur. A crumbling empire is in your hands.",0,No score yet,1,2,0,tbd,No user score yet,1,2,0
Fallen Legion: Rise to Glory / Fallen Legion Revenants,Xbox One,YummyYummyTummy,"['Miscellaneous', 'Compilation']",T,"Aug 23, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
FALLING OUT,Xbox One,PolyCrunch Games,"['Action', 'Platformer', '2D']",E10+,"Oct  6, 2022","FALLING OUT is a charming, light-hearted and accessible 2D roguelite adventure.Take control of two accidental adventurers, as you explore ancient kingdoms, discover treasures (be careful of the traps!) and bump into the equally lost shopkeeper, Azar. Collect items to craft weird weapons and useful objects that will help you traverse the world in this unplanned escapade.",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Fallout 4,Xbox One,Bethesda Game Studios,"['General', 'Role-Playing', 'Western-Style']",M,"Nov 10, 2015","Whilst not at the forefront of your attention, the music is always there and sometimes you won't even notice it until it goes silent. Your heart might be in your mouth as you hack a computer or lockpick a door with enemies nearby, and the music will do a great job to reflect exactly how you are feeling.",88,Generally favorable reviews,38,1,0,6.6,Mixed or average reviews,"1,310",313,613
Fallout 4: Automatron,Xbox One,Bethesda Game Studios,"['Role-Playing', 'Western-Style']",M,"Mar 22, 2016","The mysterious Mechanist has unleashed a horde of evil robots into the Commonwealth, including the devious Robobrain. Hunt them down and harvest their parts to build and mod your own custom robot companions. Choose from hundreds of mods; mixing limbs, armor, abilities, and weapons like the all-new lightning chain gun. Even customize their paint schemes and choose their voices!",74,Mixed or average reviews,5,6,0,5.9,Mixed or average reviews,27,15,22
Fallout 4: Contraptions Workshop,Xbox One,Bethesda Game Studios,"['Role-Playing', 'Western-Style']",M,"Jun 21, 2016","Machines that sort! Machines that build! Machines that combine! With Fallout 4 Contraptions, use conveyer belts, scaffolding kits, track kits, even logic gates to construct crazy and complex gadgets to improve your Wasteland settlements. The Contraptions Workshop also includes all-new features like elevators, greenhouse kits, warehouse kits, fireworks, armor racks and more!",0,No score yet,0,1,0,2.8,Generally unfavorable reviews,3,1,14
Fallout 4: Far Harbor,Xbox One,Bethesda Game Studios,"['Role-Playing', 'Western-Style']",M,"May 19, 2016","A new case from Valentine’s Detective Agency leads you on a search for a young woman and a secret colony of synths. Travel off the coast of Maine to the mysterious island of Far Harbor, where higher levels of radiation have created a more feral world. Navigate through the growing conflict between the synths, the Children of Atom, and the local townspeople. Will you work towards bringing peace to Far Harbor, and at what cost? Far Harbor features the largest landmass for an add-on that we’ve ever created, filled with new faction quests, settlements, lethal creatures and dungeons. Become more powerful with new, higher-level armor and weapons. The choices are all yours.",78,Generally favorable reviews,11,3,0,6.5,Mixed or average reviews,54,17,26
Fallout 4: Game of the Year Edition,Xbox One,Bethesda Softworks,"['Role-Playing', 'Western-Style']",M,"Sep 26, 2017","I really love Fallout 4 and all of its added content. But next time Bethesda, please don't give us download codes, give us a disc that contains the complete version of the game like you did with Skyrim: Legendary Edition or Fallout 3: GOTY Edition. This is bad trend that many companies are unfortunately using and it sucks. Destiny: The Collection had download codes and that pissed me off, The Crew: Ultimate edition had download codes and the list goes on. Why do companies do this?",0,No score yet,0,0,0,5.4,Mixed or average reviews,10,0,10
Fallout 4: Nuka-World,Xbox One,Bethesda Game Studios,"['Role-Playing', 'Western-Style']",M,"Aug 30, 2016","Take a trip to Nuka-World, a vast amusement park now a lawless city of Raiders. Explore an all-new region with an open wasteland and park zones like Safari Adventure, Dry Rock Gulch, Kiddie Kingdom and the Galactic Zone. Nuka-World features new quests, Raiders, weapons, creatures and more. Enjoy the ride!",75,Generally favorable reviews,4,2,0,5.5,Mixed or average reviews,30,7,29
Fallout 4: Vault-Tec Workshop,Xbox One,Bethesda Game Studios,"['Role-Playing', 'Western-Style']",M,"Jul 26, 2016","Build a brighter future underground with the all-new Vault-Tec Workshop. Create a massive Vault and attract new Dwellers using pre-war industrial kits complete with retro-nostalgic furniture, lighting, and art. Even change and customize the look of your inhabitants with new barbershops and cosmetic surgery stations. And like every good Overseer, run Vault-Tec approved experiments on your Dwellers to learn what makes an ideal citizen. Vault-Tec has given you the tools, the rest is up to you!",0,No score yet,2,1,0,2.6,Generally unfavorable reviews,3,2,15
Fallout 4: Wasteland Workshop,Xbox One,Bethesda Game Studios,"['Role-Playing', 'Western-Style']",M,"Apr 12, 2016","With the Wasteland Workshop, design and set cages to capture live creatures – from raiders to Deathclaws! Tame them or have them face off in battle, even against your fellow settlers. The Wasteland Workshop also includes a suite of new design options for your settlements like nixie tube lighting, letter kits, taxidermy and more!",59,Mixed or average reviews,0,5,0,2.1,Generally unfavorable reviews,5,6,35
Fallout 76,Xbox One,Bethesda Game Studios,"['Role-Playing', 'Western-Style']",M,"Nov 14, 2018","Fallout 76 is the online prequel where every surviving human is a real person. Work together – or not – to survive. Under the threat of nuclear annihilation, you’ll experience the largest, most dynamic world ever created in the legendary Fallout universe. Reclamation Day, 2102. 25 years after the bombs fall, you and your fellow Vault Dwellers – chosen from the nation’s best and brightest – emerge into post-nuclear America. Play alone or band together as you explore, quest, build and triumph against the wasteland’s greatest threats. Multiplayer finally comes to the epic open-world RPGs of Bethesda Game Studios. Create your character with the S.P.E.C.I.A.L. system and forge your own path in a new and untamed wasteland with hundreds of locations. Whether you journey alone or with friends, a new and unique Fallout adventure awaits. Use the all-new Construction and Assembly Mobile Platform (C.A.M.P.) to build and craft anywhere in the world. Your C.A.M.P. will provide much-needed shelter, supplies and safety. You can even set up shop to trade goods with other survivors. But beware, not everyone will be quite so neighborly. [Bethesda]",49,Generally unfavorable reviews,2,18,13,3.3,Generally unfavorable reviews,512,99,"1,212"
Fallout 76: Wastelanders,Xbox One,Bethesda Game Studios,"['Role-Playing', 'Western-Style']",,"Apr 16, 2020","I only started playing a few months ago on a series X and I have not had any issues and personally, this is my favorite fallout game since 3. But I’m just happy with the way it is now and how it was in the past doesn’t matter.",0,No score yet,0,1,0,5.2,Mixed or average reviews,14,2,12
Fallout Shelter,Xbox One,Bethesda Softworks,"['Strategy', 'General']",T,"Feb  7, 2017","Fallout Shelter puts you in control of a state-of-the-art underground Vault from Vault-Tec. Build the perfect Vault, keep your Dwellers happy, and protect them from the dangers of the Wasteland. BUILD THE PERFECT VAULTCreate a brighter futureunderground! Select from a variety of modern-day rooms to turn an excavation beneath 2,000 feet of bedrock into the very picture of Vault Life. OVERSEE A THRIVING COMMUNITYGet to know your Dwellers and lead them to happiness. Find their ideal jobs and watch them flourish. Provide them with outfits, weapons, and training to improve their abilities. PROSPERA well-run Vault requires a variety of Dwellers with a mix of skills. Build a Radio Room to attract new Dwellers. Or, take an active role in their personal lives; play matchmaker and watch the sparks fly! EXPLORE THE WASTELANDSend Dwellers above ground to explore the blasted surface left behind and seek adventure, handy survival loot, or unspeakable death. Find new armor and weapons, gain experience, and earn Caps. But dont let them die! PROTECT YOUR VAULTFrom time to time, idyllic Vault life may be disrupted by the dangers of post-nuclear life. Prepare your Dwellers to protect against threats from the outsideand within. Vault-Tec has provided the tools, but the rest is up to you. What are you waiting for? Get started building your Vault today for FREE.",0,No score yet,1,1,0,6.4,Mixed or average reviews,9,7,5
Family Feud,Xbox One,Ubisoft,"['Miscellaneous', 'Trivia / Game Show']",E,"Nov 12, 2020",Classic mode features the authentic Family Feud experience. Choose a difficulty and take on an AI team just as determined as you are. Party Battle lets you get into teams with your family and friends as you battle each other in local multiplayer. Couch vs. Couch brings the experience online! Play against others across the world. The Live Show feature allows you to broadcast your game and play with your viewers.,0,No score yet,0,2,0,tbd,No user score yet,0,1,2
Family Man,Xbox One,No More Robots,"['Role-Playing', 'Action Adventure', 'Western-Style', 'Open-World']",M,"Sep 14, 2022","You owe money to the mob, and you've got three weeks to pay it back. Will you flip burgers and earn an honest living while scraping the money together... or will you take on some dirty jobs for more cash, but potentially push your family away?Every decision you make affects everyone around you. The neighborhood will blossom or perish under the weight of your decisions, while the path you choose may lead to your household becoming stronger than ever... or the breakdown of your marriage and relationship with your child.",0,No score yet,1,0,0,tbd,No user score yet,1,0,0
Family Mysteries 2: Echoes of Tomorrow,Xbox One,Artifex Mundi,"['Puzzle', 'Hidden Object']",,"Oct 30, 2020","Get ready for thrilling sci-fi adventure in the big city, which offers riveting and refreshing approach to the hidden object puzzle adventure genre. ""Family Mysteries 2: Echoes of the Tomorrow"" is an emotional cyberpunkish ride with a hint of romance that takes you straight into not-too-distant future.When the cybernetically-enhanced time traveler kidnaps your wife, and someone tries to frame you for the crime you didn't commit, the world suddenly turns upside down. It's time to take things into your own hands and prove your mettle. As a resourceful scientist you still have a few aces up your sleeve!Second part of the Family Mysteries series introduces a post-apocalyptic vision of dystopian future where human race is at the brink of extinction. You'll be dealing with high-tech, mutinous software as well as bunch of challenging riddles and - as usual - exigent hidden object scenes.Exonerate yourself, discover the secret of the mysterious fugitive from the future, and save your marriage. The future and the past are in your hands!",0,No score yet,0,1,0,tbd,No user score yet,0,1,0
Family Mysteries 3: Criminal Mindset,Xbox One,Artifex Mundi,"['Puzzle', 'Hidden Object']",T,"May 28, 2021","You are Nancy Bradford, a talented daughter of famous scientists who died under mysterious circumstances 20 years ago. Your recent studies, concentrating on mind control, draw attention from a prestigious Neurotech Institute as well as the CIA, which resulted in an unusual offer. Continuing studies within the walls of a top-secret laboratory and getting a huge grant is surely enticing, spying on the other hand sounds like a risky job. Brace yourself as it's just a kick-off for a deadly game!Third instalment of the Family Mysteries series plunges you into a sea of action, double agents, brainwashed patients, murky experiments, nerds and conspiracy theories. A thrilling example of spy fiction with upfront overtones of X-Files, that should satisfy even the pickiest fans of the genre as the story unfolds at a breakneck pace and keeps you immersed to the very last minute!Avoid being uncovered, save the mankind and discover the old family secret, which will shed some light on the past!",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Family Mysteries: Poisonous Promises,Xbox One,Brave Giant,"['Puzzle', 'Hidden Object']",,"Jul 31, 2020","Emma Emerson, famous police detective, has been called to investigate an ominous drowning. While following the clues, Emma ends up unravelling the greatest murder mystery of her career. Help Emma dig through the poisonous pieces of this family mystery and solve the case! Play Family Mysteries: Poisonous Promises!",0,No score yet,0,1,0,tbd,No user score yet,0,1,0
Fantasia: Music Evolved,Xbox One,Harmonix Music Systems,"['Music', 'Action', 'Miscellaneous', 'Rhythm', 'Music']",E10+,"Oct 21, 2014","In this game, players enter the magical realms of Fantasia, selected by the legendary sorcerer Yen Sid to hone their musical and magical prowess as his new apprentice. ""Fantasia: Music Evolved"" takes players on an interactive motion-controlled journey through worlds of music and magic, unleashing their creativity along the way. Using Kinect motion control technology and natural, controller-free gameplay, players control the music flow from some of the industry's biggest acts, including electronic DJ and producer AVICII, chart-topper Bruno Mars, and rock royalty Queen. ""Fantasia: Music Evolved"" gives players the power to change the mix of their chosen songs in real-time, choosing between the original recording and new remixed versions, or adding new layers of music via magical manipulators that allow them to change music in new ways.",77,Generally favorable reviews,34,14,0,7.4,Mixed or average reviews,50,6,14
Fantasy Dash,Xbox One,Noahcode,"['Action', 'Platformer', '2D']",E,"Dec 27, 2021",The game is divided into four difficulty levels with a total of 72 levels. You need to control the character to run or fly and reach the end. The road is full of thorns and obatacles. It requires you to react quickly to avoid obstacles and collect stars. Stars can redeem skins for your characters in the shop. Let's go. Have fun!,0,No score yet,0,0,0,tbd,No user score yet,1,0,0
Fantasy General II: Invasion,Xbox One,Owned by Gravity,"['Strategy', 'General']",,"Jul 31, 2020","Brilliant.....like the oldskool war/conquest games Warlords or Might n Magic but with serious polish, depth and replayability. Ive been gaming 39yrs and big tac turnbase war fan. 33 maps, 75 classes...starts meek but starts to crank up nicely expanding your warband squads with magic weapons and aids. Really great mechanics, simple but ever expanding with bonus skills, levels and upgrades. Havent been able to put it down and I just purchased/halfway thru Pillars II Deadfire which won 2018 RPG of year....For fans its quality, more enjoyable than Planetfall Age of Wonders. 10/10 on the xbox which has a few more turnbase options now days thankfully",0,No score yet,1,0,0,tbd,No user score yet,2,1,0
Fantasy Gunner,Xbox One,BNW GAMES,"['General', 'Action', 'Platformer', '2D']",,"Feb 22, 2021","A short fantasy story about a gunman. Everything is as usual. Run, shoot, kill Satan, save the princess. But everything is not as simple as it seems. At every step dangerous things await. In this amazing adventure you are waiting for farting pigs, zombies skeletons, flying saws, gargoyles, deadly blocks and much more. Rather, take the gamepad and help gunman protect the world from Satan!",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Far Cry 3: Blood Dragon,Xbox One,Ubisoft Montreal,"['Action', 'Shooter', 'First-Person', 'Arcade']",M,"Dec 16, 2021","Welcome to an 80s vision of the future. The year is 2007 and you are Sargent Rex Colt, a Mark IV Cyber Commando. Your mission: get the girl, kill the baddies, and save the world. Experience every cliche of a VHS era vision of a nuclear future, where cyborgs, blood dragons, mutants, and Michael Biehn (Terminator, Aliens, Navy Seals) collide.",0,No score yet,0,0,0,8.0,Generally favorable reviews,5,0,0
Far Cry 3: Classic Edition,Xbox One,Ubisoft Montreal,"['Action', 'Shooter', 'First-Person', 'Arcade']",M,"Jun 26, 2018","With Far Cry 3, players step into the shoes of Jason Brody, a man alone at the edge of the world, stranded on a mysterious tropical island. In this savage paradise where lawlessness and violence are the only sure thing, players dictate how the story unfolds, from the battles they choose to fight to the allies or enemies they make along the way. As Jason Brody, players will slash, sneak, detonate and shoot their way across the island in a world that has lost all sense of right and wrong.",0,No score yet,0,0,0,8.2,Generally favorable reviews,44,11,5
Far Cry 4,Xbox One,Ubisoft Montreal,"['Action', 'Shooter', 'First-Person', 'Modern', 'Arcade']",M,"Nov 18, 2014","Hidden in the towering Himalayas lies a country thick with tradition and violence. You assume the role of Ajay Ghale, returning to the country of your birth, the lush forests and harsh snow-capped summits of Kyrat, to fulfill your mother’s final wish of distributing her ashes. This vast and unpredictable country offers visitors opportunity and danger. You summarily find yourself caught up in a rebellion to subvert the oppressive regime of Pagan Min, a figure notorious as much for his sense of style and charisma as for his cruelty and naked brutality. Navigating the treacherous landscape, you find your fate increasingly determined by the choices you make because in Kyrat, and every second is a story. In Far Cry 4, you’ll conquer fortress outposts from the back of a six-ton elephant and take to the skies as you rain down explosives from your moving perch in the gyrocopter. The vertical landscape of the Himalayas isn’t just a gorgeous backdrop, but a playground that encourages the gamer to scrap, hunt and explore, grappling cliffs or launching into the air, plummeting to the valley below in a controlled free fall with your wing suit. You’ll carry with you a truly unique arsenal of weaponry that lets you play your way, whether it’s sniping, sneaking or all-out assault. When all else fails, animals can be your most important allies or your greatest peril, as Kyrat’s wilderness delivers on the promise of a true open world anecdote factory.",82,Generally favorable reviews,14,1,0,8.0,Generally favorable reviews,437,118,52
Far Cry 4: Complete Edition,Xbox One,Ubisoft,"['Action', 'Shooter', 'First-Person', 'Arcade']",M,"Sep  1, 2015",,0,No score yet,0,0,0,tbd,No user score yet,3,0,0
Far Cry 4: Escape from Durgesh Prison,Xbox One,Ubisoft Montreal,"['Action', 'Shooter', 'First-Person', 'Modern', 'Arcade']",M,"Jan 13, 2015","Discover the most diverse Far Cry world ever created. With terrain spanning from lush forests to the snow-capped Himalayas, the entire world is alive…and deadly. Hidden in the towering Himalayas lies Kyrat, a country steeped in tradition and violence. You and a fellow captive have been rounded up and tortured in Yuma’s prison. Escape from the prison and survive the hostile lands of Pagan Min’s Kyrat.",0,No score yet,0,0,1,5.7,Mixed or average reviews,4,0,3
Far Cry 4: Valley of the Yetis,Xbox One,Ubisoft Montreal,"['Action', 'Shooter', 'First-Person', 'Arcade']",M,"Mar 10, 2015","Players must explore and survive a valley at the top of the Himalayas in Kyrat after Ajay’s helicopter crashes and leaves him stranded on a dangerous ridge. In order to stay alive, players must capture a camp for shelter and guard it from a mysterious cult. But even if successful against the cult, they must keep a lookout for the fabled and extremely dangerous yetis that populate the territory. [Ubisoft]",76,Generally favorable reviews,5,2,0,7.3,Mixed or average reviews,17,7,5
