title,platform,developer,genre,rating,release_date,summary,meta_score,meta_overview,meta_pos,meta_mixed,meta_neg,user_score,user_overview,user_pos,user_mixed,user_neg
344,Aery - Path of Corruption,Switch,EpiXR Games,"['Simulation', 'Adventure', 'Flight', 'General', '3D', 'Third-Person', 'Civilian']",E10+,"Dec 15, 2022","The world is beautifully big and abstract and generally represents all thoughts that the protagonist has regarding his future. Each level represents a different path that the protagonist could take. Discover the different paths, find their possible outcomes, and find a good future for your new friend. Within the world, each level represents a different path that the protagonist could take and your task is to discover the different paths, find their possible outcomes, and help find a good future for the unknown protagonist. Within this imaginary world, you have to find a certain amount of memory shards to advance with the story and unlock more possible paths into the future. Once you have found all memory shards you are free to explore the next paths.",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
345,Aery - Sky Castle,Switch,EpiXR Games,"['Simulation', 'Adventure', 'Flight', '3D', 'Third-Person', 'Civilian']",E,"Oct  8, 2020","Aery - Sky Castle is a very unique flight game featuring a little bird that discovers an unknown world full of beauty and dreamy landscapes, little environmental riddles, and other surprises. It's a story-driven adventure to discover and rescue a broken world. The game has relatively slow pacing as it is meant to help people to enjoy and relax after a day full of hassle.",0,No score yet,0,0,0,tbd,No user score yet,1,0,1
346,Aery - Vikings,Switch,EpiXR Games,"['Simulation', 'Adventure', 'Flight', '3D', 'Third-Person', 'Civilian']",E,"Jul 21, 2022","Make your journey through a wonderful, exciting, and breathtaking world and enjoy the feeling of flying on your search for Valhalla.Follow an interesting storyline through a peaceful and fantastical world to rescue the Vikings from their destiny.Convince the Norse gods that you are worth their blessing and show your incredible maneuvering skills. This story-driven game is non-violent so that you can enjoy the intuitive and relaxing gameplay in 13 giant different stages that are waiting to be explored.",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
347,Aeterna Noctis,Switch,Aeternum Game Studios,"['Action', 'Platformer', '2D', 'Metroidvania']",T,"Nov  4, 2022","Aeterna Noctis is a 2D hand-drawn Metroidvania which tells the story of the King of Darkness and the Queen of Light. They are both cursed to fight each other eternally and even death could not free them from their destiny since they have been granted the gift of immortality. Players will experience this never-ending conflict through 16 challenging levels. Each of the 16 levels included in the game is designed to be unique and different from the rest, full of dangers and hazards for the player — including more than 100 different enemies, over 20 powerful final bosses, and dozens of challenging puzzles. Key Features Experience a metroidvania with a challenging difficulty. Easy to learn, but hard to master as you gain experience and unlock new skills.  Explore the mysterious lands of Aeterna in a non-linear way. You are always the one to choose your next challenge. All the levels are designed to fully exploit the movement skills of the characters, opening multiple ways to overcome each challenge.  Enjoy a clean and fluid gameplay designed and polished to achieve a system that responds to 100% of the actions regardless of the speed and conditions in which they are executed.  Immerse in a deep and beautiful story. Aeterna Noctis is not just about puzzles and platforms. It is also filled with epic moments and unexpected twists that will captivate even the most experienced of players.",67,Mixed or average reviews,3,4,0,4.8,Generally unfavorable reviews,3,0,3
348,AeternoBlade,Switch,Corecell Technology,"['Action', 'Platformer', '2D']",E10+,"Feb  1, 2018","In the region of Awelsia, vengeful Freya travels with an unknown weapon called ""AeternoBlade"" to take revenge from Beladim, the Lord of the Mist who destroyed her village, Ridgerode, and killed her tribe. Her vengence is helped by Vernia , who has as much merit as Beladim. Vernia taught Freya about the ablility of AeternoBlade. Freya has to venture in many world dimensions to find how to annihilate Beladim. What is AeternoBlade? and How can Freya take revenge from Beladim ? Solve tons ton of mysteries in her adventure!",0,No score yet,0,1,2,4.6,Generally unfavorable reviews,4,1,6
349,AeternoBlade II,Switch,Corecell Technology,"['Action', 'Platformer', '2D']",T,"Oct 11, 2019","Gameplay is a mix of action packed battles, metroidvania style exploration and puzzle solving, traversing a variety of environments, battling monsters and bosses as you seek to save the universe from destruction, switching between the three characters at various points in the story, moving back and forth between the different locations to open up new paths, solve previous puzzles and find hidden treasures.The game uses a mix of side scrolling and over the shoulder camera perspectives, the majority of gameplay takes place in the side scrolling view, with boss battles and large scale battles using the third person camera, there is also quick time events scattered throughout various parts of the story. When the player enters a room they may be “locked in”, this is where they are will face waves of enemies that will attack the player, once all enemies have been defeated the player may then progress.The combat system utilizes a mixture of three types attack, a special skill, powerful time bending abilities and a mechanic called flash, a dash skill that allows the player to avoid attacks with each use having to cool down. Each of the three characters can upgrade their skills using orbs collected from defeated enemies, completing missions and as rewards, the orbs can also be used to purchase items in the shop, unlock relics and level up character stats.Speaking of items and relics, the items that the player can use include potions, temporary boosts and exploration aids, the relics offer stat boosts that can be set into custom loadouts for each player, the stat boosts can be used to either increase a characters strengths or offset a characters weaknesses, this gives an additional level of depth to the way the player can customize their experience to fit their own play style.Since the game uses a metroidvania approach to the progression of the story there are points throughout the world where the player can save, manage relics, items, teleport and take on special challenges using the time shifting skills. Now with the details of gameplay out of the way it is time to talk about the downsides of AeternoBlade II.The 3D movement is a whole other issue, the camera seems to fight against the player while trying to control it, moving while trying to avoid attacks can obscure the players view, this is most prevalent during large scale battles against several enemies and boss battles, the camera can go out of bounds when too close to a wall which is a nuisance, one upside to the over the shoulder camera is the ability to lock onto the enemies, offsetting some of the camera difficulties.Controls for combat and movement are solid, with fluidity to them as the battles go on, there is a very little input lag when executing combo attacks and using the various skills, there can be some trouble during boss fights however as there is slowdown while playing in handheld mode, this is something that the developers are working on so hopefully it will be fixed in the near future.Visually AeternoBlade II is aesthetically pleasing, while not at the same resolution as the PS4 version the game still looks good on Nintendo Switch, the overall look is a mix between fantasy and anime, for an indie title it is very well polished, the environments have a lot of grandeur to them, the monsters and cast of characters are expertly animated, having a natural look to movement and are well designed with a lot of personality to them.The sound is a mixed bag, the soundtrack is done well with suspenseful atmospheric string based compositions, fantasy styled orchestral pieces and an opening piano theme with soft vocals layered over it. The sound effects used are effective with the clashing of blades having a nice impact during combat, voice acting is difficult to judge, again, being an independent release the quality of voice cast isn’t what you would expect from a big budget title but I feel it has its own charm to it.Overall, I enjoyed my time playing AeternoBlade II, there are flaws with the game but they aren’t significant enough for me to say the game isn’t worth playing, the camera issues take a little getting used to and will hopefully be addressed with an upcoming patch, the difficulty curve did have a level of frustration to it, but it wasn’t impossible and the lack of feedback through vibration/collision detection flaws did pull me out of the experience but I don’t see it as a deal breaker.",44,Generally unfavorable reviews,0,3,4,4.2,Generally unfavorable reviews,7,1,10
350,Aeternum Quest,Switch,Wathitdew Record,"['Role-Playing', 'Japanese-Style']",E10+,"Feb 25, 2022","Four gems came into existence when the world was created, mankind fused these to create the Aeternum Gem. Too powerful to be used by the humans, they decided to shatter the gem back into four pieces and hide it. Thousand years have now past and mankind now wants the power of the gems back...This game is a turn-based JRPG made with the Smile Game Builder engine. This game is based on the principles of Quest 64, Holy Magic Century or Eltale Monsters. We have tried to create a spiritual successor that would keep a good part of the original game mechanics while bringing new elements in terms of game-play. As this game is made using SGB we wasn't able to bring back the original combat system. One new mechanic is the Capture/Summon mechanic. This new game-play element enable the player to capture monsters they encounter to summon them in battle as an ally.",0,No score yet,0,0,0,tbd,No user score yet,0,1,0
351,AFL Evolution 2,Switch,Tru Blu,"['Sports', 'Team', 'Football', 'Arcade']",E,"Apr 16, 2020","All New Gameplay - Tight controls and smart AI help create a true reflection of the modern AFL game. Bigger Career - Pursue your goals with greater depth, now with improved draft, free agency and state leagues running simultaneously with the AFL. More Customisation Options - Now includes Guernsey Creator along with Player and Team Management in the FanHub to create and share* your own dream team. Enhanced Online* - Play head to head to make it to the top of the online leaderboard, or team up with your mates with connections of up to 8 consoles. Commentary - Brand new commentary featuring Anthony Hudson and Garry Lyon.",0,No score yet,0,0,0,3.8,Generally unfavorable reviews,2,0,3
352,After Wave: Downfall,Switch,7 Raven Studios,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']",E,"Aug  4, 2022","After Wave: Downfall is an arcade shooter where the player battles against monsters, completes various missions with a cool battleship.  Deathrix invaded the world and released a mysterious meteorite causing a great flood. Players can upgrade their ships for better performance to fight the most brutal enemies.  A Local Co-op mode allows the player to team up and adventure with others.",0,No score yet,0,1,0,tbd,No user score yet,0,1,0
353,Afterimage,Switch,Aurogon Shanghai,"['Action', 'Action Adventure', 'Platformer', 'Open-World', 'Metroidvania']",RP,"Apr 25, 2023","One of the supreme deities created this vast world called Engardin, upon which natural wonders lie everywhere: gigantic volcanoes, steep canyons, deep seas and a tower that soars into the clouds...Encounter fantastic creatures during your journey: giant beasts wandering in fire, and spirits lurking in the depth of complicated labyrinths... Learn about your new friends, get to know their pasts and the agendas they hold.Engardin is alive with unknown secrets. Venture forth and feel free to explore wherever you like as a brave adventurer. Find out the stories that link each area, discover a concealed history and the truth of the world.",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
354,Afterparty,Switch,Night School Studio,"['Adventure', 'General']",M,"Mar  6, 2020","In Afterparty, you are Milo and Lola, recently deceased best buds who suddenly find themselves staring down an eternity in Hell. But there’s a loophole: outdrink Satan and he’ll grant you re-entry to Earth. What adventures will you stumble through in the underworld? Every step is up to you. Time to go on the best bender ever, uncover the mystery of why you’ve been damned, and drink the big guy under the table. [Night School]",74,Mixed or average reviews,5,2,1,6.6,Mixed or average reviews,8,5,4
355,Afterpulse,Switch,Digital Legends,"['Action', 'General', 'Shooter', 'Third-Person', 'Tactical']",,"Mar 30, 2021","I played Afterpulse on mobile before, and the outstanding graphics made me love the game at the time.  I found the game on Switch and I decided to buy the game as there aren't any military games on the console. It comes with a Fast Pass with great weapons and gears, thanks for that! It's easy to find a match, as the game supports simultaneously the mobile players as well. You will definetly have fun playing Afterpulse on Nintendo Switch!",0,No score yet,0,1,0,tbd,No user score yet,1,0,0
356,Afterthought,Switch,Studio Moondowner,"['Action', 'Platformer', '2D']",,"Feb 28, 2023",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
357,Agartha-S,Switch,Shindenken,"['Puzzle', 'Action']",E10+,"Jan 31, 2019","You will become an explorer and aim for the utopia “Agartha” deep in the ground.Cellular automaton reproduces natural phenomena in the underground world ,which is the same physical law as the real world. Water flows, rocks pile up and collapse, The steam condense into water by coldness., and when the temperature falls further, it turns into ice. Plants grow in soil, magma warms the circumference and oil ignites. Gunner, Esper, Wizard and Ninja, even to Farmer.",0,No score yet,1,0,0,tbd,No user score yet,0,1,0
358,Agatha Christie - Hercule Poirot: The First Cases,Switch,Blazing Griffin,"['Adventure', 'General']",E10+,"Oct  5, 2021",,0,No score yet,2,1,0,tbd,No user score yet,2,1,0
359,Agatha Christie: The ABC Murders,Switch,Tower Five,"['Adventure', '3D', 'Third-Person']",T,"Oct  6, 2020",,69,Mixed or average reviews,0,5,0,tbd,No user score yet,0,1,0
360,Agatha Knife,Switch,Mango Protocol,"['Adventure', 'Point-and-Click']",T,"Apr 26, 2018","Agatha Knife es, con diferencia, uno de los juegos actuales que más nos hará reír. Será capaz de introducirnos por completo en su historia. No sólo nos ofrecerá la posibilidad de formar parte de ella, sino que nos dejará pensando en qué ocurrirá incluso al apagar la consola. A través de una sencillez gráfica y de controles, se crea una adictiva, emocionante y sorprendente aventura adulta. Cuenta con detalles brillantes en dos dimensiones, muy bien dibujados, y con personajes a los que será muy sencillo cogerles cariño. Sus continuos homenajes y la capacidad para ofrecer el mejor humor la convierten en una propuesta que roza la perfección. No faltan las críticas hacia temas controvertidos, expresadas de una manera directa, efectiva y divertida. Su final sobrecogedor será el resultado de una reflexión sobre la religión, la calidad de los productos, la moralidad y el consumo de animales, cuestiones actuales que deberían tener un mayor peso en la cultura. Estemos a favor o en contra, no estará de más ver el mundo desde los ojos de una niña un tanto excéntrica. Los puzles sencillos dejan todo el protagonismo a su historia. Aunque es gratificante resolverlos, la mayor diversión llegará al ir descubriendo nuevos datos de sus personajes y al crear la religión. Es más que justo, ya que no es habitual encontrar argumentos tan originales en un sector donde ya está todo creado. Dispuesto a hacer las delicias de principiantes y veteranos en el género, ofrece un sistema de ayuda de la mano del propio Sandro. Este personaje, clave en la aventura, no sólo nos ofrecerá un desplazamiento más rápido, sino que nos otorgará las pistas necesarias en caso de atascarnos. En definitiva, Agatha Knife podría estar dentro de un listado de juegos que hay que probar, al menos, una vez en la vida. Nos llevará a conocer el llamado ‘Universo Psychotic’ de Mango Protocol y a querer saber más sobre la historia de Nika, contada en el primer juego. Completarlo nos llevará únicamente un par de tardes, gracias en parte a esos puzles poco enrevesados y a los cortos tiempos de carga (marcados con los semáforos de las calles). Sin embargo, como ya hemos comentado, quedará guardado en la memoria para siempre. Se crea, así, una correcta relación calidad-precio. Como elementos negativos, quizás su jugabilidad lineal no convenza a todo el mundo. La monotonía puede apoderarse de la aventura en algunos momentos y, si no aceptamos que la historia está por encima de la jugabilidad, puede llegar a decepcionar.",70,Mixed or average reviews,1,4,0,6.9,Mixed or average reviews,8,2,4
361,Age of Heroes: The Beginning,Switch,Green Sauce Games,"['Puzzle', 'Matching']",E,"Jan  5, 2023","A terrible villain has escaped from prison and his evil is released upon the world. The peace and beauty of the land has now turned into fear and darkness. It's up to you to stop him!Help the poor peasants who had their home destroyed. Match your way through this incredible journey, meet great heroes and use their skills to help you and save the day in Age of Heroes: The Beginning!",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
362,Age of Sokoban,Switch,ERIK GAMES,"['Puzzle', 'Action']",E,"Jun 10, 2021","Renovation of Japanese classical puzzle game. Age of Sokoban brings next level puzzle solving experience on your Nintendo Switch™ devices with newly introduced mechanics and gameplay. Help detective Kedy to solve puzzles in Egypt, Greece and Space. But beware of the enemies who will block your paths during the game. Each level will bring more difficult puzzles, at the same time, newly encountered boxes with different mechanics will increase your thinking time. Egypt: Can you run away from the snakes or will you just crush them via the tomb of the mummy to open your paths? Greek: Sometimes all you need is Godly touch, let the Olympians help you in those dangerous adventures. Space: How are we going to save the world from outer space invaders? Maybe just like Sinatra says; we need to fly them to the moon!",0,No score yet,0,0,0,7.9,Generally favorable reviews,9,0,1
363,Ageless,Switch,One More Dream Studios,"['Action', 'Platformer', '2D']",E,"Jul 28, 2020","Assume the role of Kiara, a young woman who discovers a mystical bow armed with the ancient power to control ageing. Shoot animals and plants to age them backwards and forwards through their young, prime and old stages to progress, survive challenging levels, and master becoming ‘ageless’. Kiara’s new-found power is not without consequence; the narrative follows the journey she must make to confront her inner demons and find herself along the way.",68,Mixed or average reviews,1,6,0,tbd,No user score yet,0,0,2
364,Agent A: A Puzzle In Disguise,Switch,Yak & Co,"['Puzzle', 'General']",E10+,"Aug 29, 2019","Agent A is a spy themed puzzle game for Smartphones, Tablets and erm, Shoephones?! Your mission (should you choose to accept of course) is to infiltrate enemy spy Ruby La Rouge's secret hideaway and catch her! Uncover a stylish 60s themed world full of hidden contraptions and clever logic based puzzles. Oh and do be careful, Miss La Rouge has a taste for dismissing agents such as yourself!",79,Generally favorable reviews,6,3,0,7.6,Generally favorable reviews,19,11,3
365,Agent Intercept,Switch,PikPok,"['Racing', 'Arcade', 'Automobile']",E10+,"Mar 30, 2022","Take control of the Sceptre - a slick, souped-up, transforming vehicle outfitted with the latest spy gadgets - to drive, drift, and defy death across land, air, and sea. Feel like a superspy, saving the day again and again from threats inspired by the best action and spy fiction, then cranked up to 11.The nefarious criminal organization CLAW is back with a mysterious new leader, fielding an army of vehicles and experimental technology. But the stalwart Agency has a secret weapon - you! As the driver behind the new Sceptre, you will infiltrate hidden lairs, battle larger-than-life bosses, and find the secrets behind a fiendish plot before it threatens the entire globe. Use gadgets, transformations, and the help of your heroic Agency allies to save the day - in style.",0,No score yet,0,0,1,tbd,No user score yet,0,0,1
366,Ages of Mages: The last keeper,Switch,YFC games,"['Action', 'Role-Playing', 'Shooter', 'Action RPG', ""Shoot-'Em-Up"", 'Top-Down']",E10+,"May 30, 2019","If your a switch owner and you have stumbled upon this game and came to metacritic like me only to find no reviews of any kind then let me help your decision with this. I have played through the story mode with 2 of the 4 different mages and have played for about 4-5 hours with a another player on my console plugged into a tv. Here is what this game is to its core its a game about mages where you venture through different levels, some with bosses some without bosses there is 4 playable mage classes with them having a unique skill tree, and spells. As you might have wondered about couch co-op yes there is couch co op! You can have up to 4 players at the same time! With the level design stripped down it's fairly nothing more than a straight line or some bends in a path or road. There are unique monsters, different weapons, health items that drop, mana potions to restore mana, and gold/gems. There are different shops that unlock as you progress offering a upgrade in weapons. There are also different difficulty levels that you can play on. Newbie level does not reward players with achievements but if you are looking to just wreck havoc as a mage for fun or had a long day and need to unwind and kill monsters it's still fun and some monsters in later stages can be a challenge sometimes. I have tried varying challenge levels for at least the first 7 stages and if you are a gamer who enjoys being tested to the limits you will be able to be tested on the highest challenge level. The combat is pretty simple you have 2 spells to start out with and you can upgrade them into higher skill levels for example Lighting 1 - lightning 1-2 - lightning 2 the game in my opinion is a better version of Nine Parchments. If you want to get lost in a rpg type game without braking the bank this is the game for you. I honestly feel the game is worth more than it's e-shop price",0,No score yet,0,0,0,tbd,No user score yet,1,0,1
367,Aggelos,Switch,LookAtMyGame,"['Action', 'Platformer', '2D']",E,"Apr 24, 2019","Step through time and discover a mesmerizing new action-RPG that looks like it was plucked straight out of the 16-bit era, but plays like a modern-day marvel. Inspired by non-linear Japanese retro adventures, Aggelos hurls players into the middle of a colossal struggle for survival as beings from another dimension threaten to invade the peaceful Kingdom of Lumen. Bursting with secrets and side-quests, and boasting slick melee combat that any 2D action game would envy, Aggelos is the perfect combination of retro style and modern-day game design.",79,Generally favorable reviews,5,1,0,7.5,Generally favorable reviews,10,5,1
368,Agony,Switch,Madmind Studio,"['Action Adventure', 'Survival']",M,"Oct 31, 2019","""Agony certainly has a really bad reputation on the Switch, and it’s not completely unfounded. It looks and runs terribly, which makes navigating the confusing mazelike areas a bit frustrating. The puzzles, skill tree (which I didn’t touch upon but makes almost no difference to how the game plays), and demon possession all feel rather underwhelmingly undercooked. Despite all this, there was something there that hooked me. After the awful opening section of the game, I found myself intrigued as to what was around the next corner and how the game would progress. Underneath all its faults, there’s actually some solid ideas and aesthetic design that could have been made into something good. Should you pay €19.99 for it? No. Should you pay €1.99 for it? Probably not,… but if you’re willing to see it through, it may not end up being a complete waste of time – especially if you dive into the genuinely enjoyable Succubus Mode. It is worth noting however that the PC version of Agony Unrated looks a lot better than the Switch version, so if you are tempted then perhaps that could be an alternative option. I imagine it probably runs far better on PC too."" https://theeliteinstitute.net/2021/08/07/agony/",0,No score yet,0,0,1,0.8,Overwhelming dislike,0,0,8
369,Aground,Switch,Fancy Fish Games,"['Action Adventure', 'Sandbox', 'Open-World']",E10+,"Feb 11, 2021","Survival is only the beginning. The only way for humanity to have a future is to return to the stars and confront them. But, it will require a lot of ingenuity and help to recover everything that was lost, and even that might not be enough...Aground is a Mining/Crafting RPG, where there is an overarching goal, story and reason to craft and build. As you progress, you will meet new NPCs, unlock new technology, and maybe magic too. Will you be able to raise dragons? Launch into space? The sky is literally not the limit. Beneath its simple exterior, Aground hides a lot of depth and surprises that will keep you wondering ""what's next?""",0,No score yet,2,0,0,tbd,No user score yet,1,0,0
370,AI Fights in the Center of the World,Switch,k-nakagawa,"['Strategy', 'Turn-Based', 'General', 'Miscellaneous', 'Edutainment']",,"Apr 29, 2021","The player programs the robot and repels oncoming monsters. For programming, just place blocks without using a general programming language so that elementary school students can play. However, by considering the weapons and logic to equip according to the type, number and position of the monsters who came,You can train your thinking like a game.",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
371,AI: The Somnium Files,Switch,Spike Chunsoft,"['Action Adventure', 'General']",M,"Sep 17, 2019","One rainy night in November, a woman's body is foundat an abandoned theme park, mounted on amerry-go-round horse. She had been stabbedrepeatedly, and her left eye was gouged out. Kaname Date of the Metropolitan Police Departmentarrives on the scene. He recognizes the woman.Suddenly, a crash rings out through the rain... AI: THE SOMNIUM FILES chronicles an investigationthrough both dreams and reality.A thrilling neo-noir detective adventure followingDate and his partner is about to unfold.",86,Generally favorable reviews,13,0,0,8.7,Generally favorable reviews,513,19,58
372,AI: The Somnium Files - nirvanA Initiative,Switch,Spike Chunsoft,"['Action Adventure', 'General']",M,"Jun 24, 2022","Six years ago, the right half of a corpse was discovered under mysterious circumstances. The left half was never found...until six years later, when it was discovered completely fresh with no signs of decay, as though the victim was alive until just recently. Now, newly-appointed Special Agent Mizuki and her AI partner Aiba are tasked to solve the bizarre Half Body serial killings...",84,Generally favorable reviews,14,0,0,8.1,Generally favorable reviews,52,3,9
373,Ailment,Switch,Ultimate Games,"['Action', 'General', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']",T,"May 27, 2020","If you’re looking for a story-driven action-packed game with lots of guns, hordes of enemies, super intense game-play with horror ambience and sci-fi movie references, then Ailment is the perfect choice for you. The main character wakes up in a med bay after being unconscious for three days and he sees that all of his crew became enemies. The last thing he remembers is returning from another spaceship where he had a rescue mission. But he arrived everyone on that ship was already dead... He has to remember what happened to him and find out the truth.",0,No score yet,0,0,0,tbd,No user score yet,2,1,0
374,Air Bounce - The Jump 'n' Run Challenge,Switch,EpiXR Games,"['Adventure', '3D', 'First-Person']",E,"Jan 21, 2021",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
375,Air Conflicts Collection,Switch,Kalypso,"['Miscellaneous', 'Compilation']",T,"Mar 26, 2019","Hit the skies with the combat flight simulator Air Conflicts Collection. This collection contains remastered versions of two classic flight sims: Air Conflicts: Secret Wars and Air Conflicts: Pacific Carriers. In Secret Wars, pilot your way through seven different campaigns and 49 missions set during World War I and World War II. In Pacific Carriers, choose to fight for either the US Navy or the Imperial Japanese Navy, climbing into the cockpit and immersing yourself in the famous battles of the War of the Pacific. Both games feature plenty of action, dozens of planes and weapons, and four robust multiplayer modes.",0,No score yet,0,1,1,tbd,No user score yet,1,0,0
376,Air Conflicts: Pacific Carriers,Switch,Games Farm,"['Simulation', 'Flight', 'Combat']",T,"Mar 26, 2019","True heroes know no bounds! Experience top combat action in this brand new arcade flight sim and become immersed in the exploits of famous aircraft carriers. Choose the side you want to play on: the US Navy or the Imperial Japanese Navy. Climb into the cockpit and re-live the most famous battles of the War in the Pacific. Equip your aircraft with realistic weapons, and take to the air with your squadron. Get ready for breathtaking air battles over the Pacific!",0,No score yet,0,1,0,tbd,No user score yet,0,1,1
377,Air Conflicts: Secret Wars,Switch,Games Farm,"['Simulation', 'Flight', 'Combat']",T,"Mar 26, 2019","In Air Conflicts: Secret Wars players can relive the most famous battles of the First and Second World War right up close. The game provides plenty of variety, as players can fly 16 meticulously detailed and accurate aircraft in nearly 50 exciting missions in the seven campaigns. The mission tasks are diverse and range from air space clearance operations to the bombardment of targets on the ground, attacks on enemy convoys and reconnaissance, escort and patrol flights. After each successful mission players can upgrade their skills to enable them to control their aircraft more expertly, make their aircraft more robust and select better co-pilots. There are two control modes for the combat aircraft: the controls are simplified in arcade mode and simulation mode offers a realistic control system that is true to the original. Besides the solo campaigns, Air Conflicts: Secret Wars can also offer several multiplayer modes for up to eight players that can be played on a local network and over the Internet.",0,No score yet,1,0,1,tbd,No user score yet,0,0,2
378,Air Hockey,Switch,Sabec Limited,"['Sports', 'Individual', 'Other']",E,"Feb 28, 2018","Play Air Hockey and re-discover the fun and excitement of this classic arcade game on the big screen, anytime.With stunning 3D graphics, you'll be transported straight back to the arcades of your youth.Air Hockey takes full advantage of HD graphics, giving you a truly immersive experience of playing on a real table.Play against another player in two player mode or play against the smart artificial intelligent (AI) player, either way winning won't come easy.",0,No score yet,0,0,0,tbd,No user score yet,0,0,1
379,Air Jet Fighter Combat - Europe Fly Plane Attack,Switch,West Connection Limited,"['Simulation', 'Flight', 'Combat']",E,"Feb  2, 2023","Our team has tried to develop the deadliest weapon. And we realized that there is nothing more deadly than the fastest fighter under the control of an experienced pilot. Become a real pilot and show what you are capable of. A bunch of opponents are not afraid of you if you are on a new high-speed fighter. Many missions with a theme (Shoot or be shot down) will keep you on your toes. Realistic graphics, excellent planes, maneuvering like real ones, turn the game into a real battle for survival. Become one of the pilots and soar in the air with full 360-degree freedom of movement. With knocking down your enemies you will experience all the thrill of the game. A variety of missions will give you the opportunity to fly models from the Second World War. Realistic overheating physics, honest breakdowns will complicate your missions. Welcome to Air Fighter Air Attack.",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
380,Air Mail,Switch,N-Fusion Interactive Entertainment Corp.,"['Simulation', 'Flight', 'Combat']",E,"Jun 26, 2018","N-Fusion Interactive's flight-adventure game, Air Mail, has arrived on Nintendo Switch. Get ready for a ride through a fantasy world filled with exotic lands to explore. Your adventure begins in the picturesque kingdom of Domeeka, where air mail pilots fly from island to island carrying out tasks for the peaceful villagers. You play the role of Scoop, the youngest pilot to ever join the Domeekan Island Fliers. But when conflict erupts it will be up to you to restore peace to the kingdom. Your journey will take you to exciting worlds far from home. And you'll make new friends along the way. [Nintendo]",0,No score yet,0,1,0,tbd,No user score yet,0,1,0
381,Air Missions: HIND,Switch,Pikii,"['Simulation', 'Flight', 'Combat']",T,"Sep 24, 2020","Air Missions: HIND is an action combat flight simulator based on the Russian Mi-24 Hind assault helicopter, also known as the “Flying Tank”. Equip the weapon of your choice! – UPK 23 machineguns, GUV gun pods, FAB bombs, and the variety of missiles. Use those weapons to tear up the sky in single player and multiplayer modes.",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
382,Air Racers,Switch,Kistler Benjamin,"['Racing', 'Arcade', 'Other', 'Automobile']",E,"Nov  1, 2021","Race in breathtaking air plane races, use power ups or boost up your racing air plane to be the winner!Air Racers is an arcade air racing game with different game modes, power ups and splitscreen multiplayer. Five different tracks with different game modes and difficulties make your races different. Race Solo in Time Trail mode and hunt for the best track time, go into the championships solo or splitscreen or just have an arcade race against the AI solo or with a friend.",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
383,Air Strike: WW2 Fighters Sky Combat,Switch,T-Bull,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Vertical']",E10+,"Nov 10, 2021",The Arcade Shooter Game has arrived and it brings you one of the most compelling and satisfying experiences in the world! Enjoy the unique atmosphere of WW2 and discover the air combat shooter with outstanding retro graphic style!Join famous military forces and choose one of the best flying fighters from WW2! Become the best military aviator that has been trained to engage in air-to-air combat while in the cockpit of a fighter aircraft. Take the rudder of your plane and prove your flying skills as a pacific warrior!,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
384,Air Stunt Racing,Switch,Pix Arts,"['Racing', 'Arcade', 'Other']",E,"Nov  5, 2021",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
385,Airborne Kingdom,Switch,The Wandering Band LLC,"['Strategy', 'Real-Time', 'Management', 'General', 'Government']",E,"Nov  9, 2021","Airborne Kingdom the sky city builder. Grow your unique town among the clouds, and fly it across a wide-open landscape. Explore the skies to restore serenity to the world below.Explore the landscape, which changes with every playthrough. Search for resources, find lost technologies, and discover the fate of The Ancients!Gain allegiance with the ground kingdoms. Help them find artifacts, construct monuments, and connect them to the skies. Your guidance can propel an era of harmony!",0,No score yet,1,2,0,tbd,No user score yet,0,1,0
386,Airborne Motocross,Switch,KAMGAM e.U.,"['Racing', 'Arcade', 'Automobile']",,"Jun 23, 2022",Fly with your bike. Race others. Explore. Dash through the tracks and race others to win items. Blow up obstacles with the rocket launcher. Protect yourself with a force field. Defy gravity. Jump. Fly!Use items to speed up your bike. But to make it to the very top of the leaderboards you'll need to get good.Need a break? Then take your time to explore the tracks and follow maps to hidden treasures.Combine items to reach new areas. Use them to overcome obstacles. Unlock new tracks and solve some (optional) physics puzzles along the way.,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
